query_id,answer
438,1918 1901 1909 4286 1899 1907 4234 3419 4308 4396
439,4440 2279 2894 2220 2288 2217 4008 2968 3588 3595
440,3026 2646 4395 4424 4219 2943 4396 4214 1918 4331
441,4219 4300 4259 2646 4440 4010 2220 4322 3564 2219
442,4424 4395 2646 4313 3026 4214 4397 3169 4530 2288
443,1966 2865 4400 4387 4532 4403 3844 2831 4406 3132
444,4214 2698 4447 4451 4320 2405 3314 3478 4319 4209
445,4286 1899 3436 1909 1951 1901 4234 1907 3419 1918
446,2253 1836 4423 4327 4253 4426 2914 2910 1831 4427
447,2865 1966 1958 2408 4387 4504 4532 2521 4403 3006
448,4400 2865 1966 4403 2831 2894 2943 2288 4407 2886
449,1966 1958 2865 2521 4387 4403 2408 4532 4504 4333
450,2962 2696 3844 3689 2037 2865 3055 3315 2924 2831
451,1951 3467 1901 2911 2232 1923 4320 4009 3469 4362
452,4219 4384 3127 2646 2962 1951 3169 2171 2220 2191
453,4440 2894 4389 2220 2886 2942 3078 2288 2696 4008
454,2247 4403 2408 4396 4445 4407 3995 2238 2249 4008
455,1951 4234 2698 4045 4361 4532 2665 4214 4050 4204
456,4406 3844 2865 2521 2866 2037 3169 4162 2696 3536
457,1951 3467 4308 4286 4234 1958 4532 2665 4111 1909
458,4354 2899 2916 4242 2918 2911 2242 2244 4318 2106
459,3028 4047 2914 2917 4372 2909 4318 2908 4423 3054
460,1966 2865 3844 2831 4361 1958 4406 4400 2696 3567
461,2646 4395 3026 4396 2943 4424 1901 4214 3088 1918
462,3864 4408 4167 3595 4112 2244 2238 2156 4388 4163
463,4389 3844 4406 2866 2865 2696 2943 3565 3169 4361
464,2865 2696 4406 3844 4458 2220 2962 4373 3566 4328
465,1966 2865 3844 4406 4387 4400 2696 1958 2943 2408
466,2199 4351 3256 3859 3255 2939 2706 2893 2890 2904
467,1951 4234 4532 3006 1958 4403 2698 4361 1901 4308
468,3781 4008 3595 2794 2247 2663 4287 4045 2661 4433
469,3595 4008 3777 2661 2896 2663 3864 2794 3536 4287
470,2865 4400 2521 4406 2408 1958 4407 4396 2943 2831
471,4373 3580 4180 4204 4304 4207 3043 4381 4310 4379
472,3858 3993 4266 2887 2895 2331 4374 2197 4179 3254
473,3470 3078 2894 2886 4440 4222 4350 1966 2865 2866
474,1951 4234 2698 3643 4286 1901 1958 4532 4320 3128
475,4440 2696 4389 2220 2288 2894 3128 2254 4005 4202
476,4440 2220 2894 2696 2171 4389 4373 2279 2288 4207
477,4440 2894 2220 3552 2968 2663 3128 2794 2288 2253
478,2865 1966 4509 3844 3567 1958 4532 4508 2866 4406
479,4328 4460 1901 2921 1909 4286 4234 1918 4396 3315
480,2865 1966 2866 2696 2886 3470 4508 3567 4005 2288
481,3595 4008 2217 2795 2934 2896 2661 4287 3864 2663
482,1901 1958 4396 2521 2802 1918 4362 3088 3168 2944
483,3436 1901 1909 4551 4396 3265 2238 1907 2920 4332
484,1966 2865 2943 4407 2866 4403 2408 2521 2696 4406
485,1966 2865 4387 2943 1958 3844 4532 4406 2408 4400
486,4396 2249 4328 4308 3088 2802 2171 2943 3149 2221
487,4234 4308 1958 3265 4358 4446 3467 1910 4331 2665
488,1951 3467 4234 4286 3861 4532 2665 4111 2698 1901
489,2698 4214 2665 4366 4308 4227 4451 4290 4209 4234
490,4389 4219 2943 2646 4440 4396 2894 3265 3077 2171
491,3026 4424 4395 4389 4214 2674 4219 4440 4407 3261
492,1966 2865 4504 2696 1958 4532 3470 2408 4403 4387
493,3128 3643 2934 2795 2898 2243 2288 3864 2905 3482
494,1951 4214 4366 2698 4308 4234 2665 1901 4532 4290
495,4232 2914 4423 2937 2794 4414 2917 4496 2253 2663
496,4406 4308 4331 1966 1958 4234 4334 2646 2696 3090
497,2521 4395 3026 3843 2944 4424 2802 3169 4396 4009
498,2943 1958 1966 2521 2802 4389 2865 1918 4361 3149
499,4308 2698 4362 4112 3265 1899 2156 2155 4227 3775
500,4362 1844 1901 3265 3090 2934 1882 3588 4183 4234
