query_id,answer
438,1909 4396 4234 4367 4431 1901 4286 4308 1918 4354
439,4440 2663 2279 4008 4375 2220 4373 4243 2942 2217
440,4395 4219 4214 3026 2646 4389 4424 4440 2681 4198
441,4313 4219 4322 4408 4308 4010 4440 4310 4218 4331
442,4214 4424 4395 4235 4301 4219 2646 4276 4207 2105
443,1966 2865 4308 4387 4400 3088 4408 4234 4532 4384
444,4451 4220 4214 2698 4447 4290 3856 4366 2405 4243
445,4396 4286 1899 4408 4328 4234 1909 1907 3436 4308
446,4364 4220 4423 4232 2253 4384 4367 4346 4431 4253
447,1958 1966 4308 2865 4234 2646 4504 4384 4387 4219
448,4400 4234 2865 4308 2831 1966 4431 4403 4440 4384
449,1958 1966 4504 2865 2521 4384 2944 4408 2646 4234
450,4361 4331 2521 2962 4229 2924 4334 4502 3781 4409
451,1951 3128 4436 4321 3467 4320 2911 4319 4308 4234
452,4219 4308 4384 4204 2962 3127 2646 4234 4136 4257
453,4440 2220 2894 4313 4310 4389 4371 4375 4218 2942
454,2247 4445 4209 4451 3643 3128 2203 4387 4396 4045
455,1951 4234 4308 4218 4361 4403 4045 4407 4436 2962
456,4234 4406 4361 3844 4257 4516 4440 3149 2521 4517
457,1951 4308 4328 3467 4234 4045 4286 4436 1909 4218
458,4354 4243 4320 2899 2918 4321 4433 2916 4436 4371
459,4220 4423 2908 4364 2917 4372 4321 2909 4047 4436
460,4400 1966 4234 2865 4308 2646 4219 4384 1958 4387
461,4395 4219 4214 4424 2646 4389 4301 4235 4313 3026
462,4234 4408 2899 4354 2887 4308 2896 4111 1960 4167
463,4257 4361 4440 4371 4219 2865 4384 4389 4303 3844
464,4332 2721 4303 4397 3844 4406 4458 2696 2962 2707
465,1966 4387 4408 4308 2964 4406 2865 3844 1958 4219
466,2199 3256 3859 2939 3255 4224 2223 2706 4134 2893
467,1951 4234 4308 4403 3088 4532 4366 4407 2949 4331
468,3781 4008 4307 4242 4243 4367 4433 3595 3783 2197
469,3595 2217 4008 3781 3786 4299 3783 3777 2661 4307
470,2865 4400 4389 4440 2964 2521 4384 4234 4408 2944
471,3580 4204 4218 2095 4310 4373 4243 4180 4266 4311
472,3993 2895 4224 4254 4266 4371 4354 3858 4324 3579
473,4440 4219 4313 1966 2646 3470 4371 4379 4384 4350
474,1951 3467 4308 4320 4321 3128 4234 4360 4367 2698
475,4440 2696 4389 4367 2288 2894 4332 4302 2663 4371
476,4440 2220 3643 3128 4371 4375 4373 2696 4207 2171
477,3128 2663 4243 4440 2968 4375 2220 2894 3552 4008
478,4308 2865 1966 4384 2646 4234 4504 4219 4257 1958
479,4328 4286 4234 4460 1909 1901 4045 4396 4308 2921
480,2865 2696 4219 4308 1966 4384 4234 4408 3470 2866
481,4008 2948 3595 4435 2795 2968 4287 4440 4243 2934
482,1901 3843 4396 4308 1918 3265 3088 2802 4362 4234
483,1907 4396 4328 3436 4214 1909 4431 2948 1899 2919
484,4440 4389 4219 2865 2521 2646 2944 4257 4407 4408
485,1966 2865 4387 4408 4361 1958 4234 4532 4308 4400
486,4308 4396 2249 4388 4328 4234 4330 4286 2943 4205
487,4234 1909 4308 2964 1958 4153 4362 4010 4328 4396
488,1951 4286 4321 3467 4436 4320 4328 4218 4234 4322
489,4366 2698 4361 2665 4214 4227 4451 4395 4424 4209
490,2646 4440 4384 4389 4408 2943 4219 4331 4313 3088
491,4219 4395 4214 4389 2681 4198 2646 4424 4350 3026
492,1966 4219 2646 4400 4440 2865 4308 3470 4431 4504
493,4266 2661 3643 3128 3525 4287 2968 2663 4269 3147
494,2698 4214 1951 4366 4308 4460 4433 4361 4111 4354
495,4220 4423 4364 4207 4232 4371 4354 4321 2794 4377
496,4406 2646 4308 4234 4361 4384 4408 4531 3088 1966
497,4395 4214 2944 4424 4219 2521 3843 4389 3026 4408
498,1958 2943 4361 4408 4400 1966 4257 4205 2944 2865
499,4045 4050 4214 2698 4243 3128 4375 4362 3643 4112
500,4362 4433 2196 4153 4436 2717 4321 4045 4234 1844
