query_id,answer
438,4367 1909 4396 1901 4243 4354 1918 1907 4234 4286
439,2171 4440 2279 4243 4008 2663 2217 4375 4371 2968
440,4219 4395 3026 4214 2646 4389 4440 4424 4350 4397
441,4219 4010 4408 4440 4313 4308 4322 4310 2646 4234
442,4424 4219 4214 4395 4235 4301 2646 4276 4207 2105
443,1966 2865 2646 4400 4384 4219 3689 3055 4387 4361
444,4451 4220 4447 4243 2698 4549 3469 4227 4214 3856
445,4286 4408 4396 4234 1899 4328 4308 1901 1907 4009
446,4220 4364 4423 4384 2253 4431 4367 2908 4012 4083
447,2865 1966 1958 4384 4308 4387 4219 2408 2646 4400
448,4400 2865 1966 4234 4219 4308 4403 4408 2646 2964
449,1966 1958 2865 2646 4387 4504 4384 2521 4308 4400
450,4331 4361 2962 2521 1961 3689 1966 4229 4334 4234
451,1951 3128 3467 4436 4321 4320 1901 2911 4308 2232
452,4219 2646 4384 3127 4308 2962 4208 4361 4204 4257
453,4440 2171 4218 2942 4371 2220 4379 4202 4310 4313
454,4209 4445 4451 4388 4361 4234 4243 4396 3995 4400
455,1951 4234 4361 4045 4403 4362 4407 4218 2962 2698
456,4406 3844 4257 4234 4517 4516 4440 2521 4018 4309
457,1951 3467 4045 4208 4234 4328 4361 4360 4308 3743
458,4243 4354 3862 4320 2918 4242 2899 2916 3594 2244
459,4423 4220 4364 4372 4047 2908 4436 2917 2909 4321
460,4400 2646 1966 2865 4384 4308 4234 4219 4361 4408
461,4214 4219 4395 4424 2646 3026 4301 2943 4313 4308
462,4234 2896 4167 4408 4243 2244 4388 2887 2238 2922
463,4257 4384 4440 4219 4361 2865 4371 4308 4406 4389
464,4332 4406 2721 2696 4136 4386 2707 4440 4401 4458
465,1966 4406 4400 2865 3844 2964 2408 2646 4308 4408
466,3256 4351 3859 4224 3255 2939 2706 4388 2223 4375
467,1951 4234 2949 4532 4366 2462 3006 3088 4361 4331
468,4243 3781 4008 4234 3595 3783 2247 2197 3782 3856
469,3595 2217 4008 4243 3777 4385 4307 3786 2942 2663
470,2865 4389 4400 4219 4440 4308 2521 2964 4532 1958
471,4204 3580 4266 4373 4304 4311 4218 4276 4371 4207
472,3579 3993 4224 3858 4266 2895 4165 4436 4316 4321
473,4440 4219 4272 4218 3056 1868 3078 4379 3470 4222
474,1951 4308 4367 4320 3128 2698 2220 3861 4436 4362
475,4440 2171 2288 2696 2894 2220 4371 4375 3056 4332
476,2171 4440 4375 2220 4371 4373 3254 4389 4218 4276
477,2663 4440 4008 2171 2894 2220 4375 3128 4243 2968
478,2865 4219 4384 1966 4308 2646 1958 4387 2408 4504
479,4328 4234 4460 4308 1901 4243 1909 4286 2921 1918
480,2696 4219 2865 1966 4408 3078 4384 3470 2866 4302
481,4008 3595 2795 2217 4243 2663 4266 2942 2948 3552
482,1901 4396 4362 3088 4328 4308 1958 4331 2511 4045
483,1907 2238 4408 4396 2920 2919 2918 4433 4234 2232
484,4389 4440 1966 2865 4219 2943 2646 2944 2866 4407
485,1966 2865 2646 4400 2943 4361 4308 1958 4387 2964
486,4308 4396 4328 2249 4361 4408 2171 4330 2802 4354
487,4328 2964 4234 4308 1909 4362 4045 1958 2196 4433
488,1951 3467 4286 4321 4436 4320 4308 4322 4234 4532
489,2698 4214 4366 2665 4424 4395 4308 4361 4451 4227
490,4440 4384 4389 2943 4308 4219 4313 2171 2646 2894
491,4214 4219 4395 2681 4198 4389 2646 4424 3026 1868
492,1966 2865 4219 2646 4504 4375 4234 2696 4440 3470
493,4266 3128 3643 2171 3525 4287 4269 4440 4203 3747
494,4214 1951 2698 4366 4308 4354 4111 4451 4050 4234
495,4220 4207 4364 4423 4371 3751 2215 4307 3786 4372
496,4406 4531 4234 4308 2964 2646 4361 4303 4440 1958
497,4395 4214 4219 4424 2944 2521 3843 4389 3026 2802
498,2943 1958 4389 4361 4308 2521 4257 3149 2646 4408
499,4153 4050 4045 2698 3995 3781 3783 4307 4112 2155
500,4362 4153 4050 2196 4433 1844 4436 4045 4234 3265
